"staSeq","date","sampYr","lev1Name","lev1Memb","lev2Name","lev2Memb","levPropNum","taxa","hq","hydroID"
15567,"2014-10-09",2014,3,1,3,0,3,"bug",0,201492270
15570,"2012-06-13",2012,3,0.5,4,0.5,3.5,"fish",0,201490308
15570,"2012-10-11",2012,2,0.5,3,0.5,2.5,"bug",0,201490308
15570,"2008-07-11",2008,4,0.75,3,0.25,3.75,"fish",0,201490308
15571,"2012-09-24",2012,4,1,4,0,4,"bug",0,201490704
15571,"2008-09-15",2008,3,1,3,0,3,"bug",0,201490704
15571,"2014-09-24",2014,4,0.84729064,3,0.15270936,3.84729064,"bug",0,201490704
15571,"2008-06-26",2008,3,1,NA,0,3,"fish",0,201490704
15571,"2010-06-14",2010,3,1,NA,0,3,"fish",0,201490704
15574,"2010-08-12",2010,4,0.79680365,3,0.203196347,3.796803641,"fish",0,201486825
15575,"1991-08-22",1991,2,1,NA,0,2,"fish",1,201495741
15576,"2019-07-26",2019,4,1,NA,0,4,"fish",0,201495834
15576,"2006-07-20",2006,3,0.960526316,4,0.03947368,3.039473667,"fish",0,201495834
15577,"2011-06-23",2011,4,1,NA,0,4,"fish",0,201495881
15577,"2019-07-08",2019,4,0.75,3,0.25,3.75,"fish",0,201495881
15577,"2011-11-15",2011,4,0.883116883,3,0.116883117,3.883116883,"bug",0,201495881
15577,"1991-06-24",1991,4,1,NA,0,4,"fish",0,201495881
15579,"2012-06-26",2012,3,1,NA,0,3,"fish",0,201495510
15579,"1991-07-29",1991,2,1,NA,0,2,"fish",1,201495510
15580,"2007-07-02",2007,5,1,NA,0,5,"fish",0,201495161
15580,"2011-11-15",2011,4,1,4,0,4,"bug",0,201495161
15581,"2012-07-26",2012,5,0.666666667,6,0.33333333,5.333333313,"fish",0,201495754
15581,"2016-10-26",2016,3,1,3,0,3,"bug",0,201495754
15581,"2011-08-23",2011,5,1,NA,0,5,"fish",0,201495754
15581,"2011-11-07",2011,3,0.8647343,4,0.1352657,3.1352657,"bug",0,201495754
15581,"2016-07-28",2016,4,1,NA,0,4,"fish",0,201495754
15583,"2004-11-08",2004,5,1,5,0,5,"bug",0,201494575
15592,"2017-06-02",2017,6,1,NA,0,6,"fish",0,201490748
15664,"1991-07-10",1991,4,1,NA,0,4,"fish",0,201496461
15670,"1994-10-26",1994,5,1,5,0,5,"bug",0,201496333
15670,"2006-10-16",2006,5,1,5,0,5,"bug",0,201496333
15670,"1993-10-28",1993,6,1,6,0,6,"bug",0,201496333
15670,"2000-10-17",2000,5,1,5,0,5,"bug",0,201496333
15678,"2005-06-15",2005,4,1,NA,0,4,"fish",0,201488629
15678,"2012-10-03",2012,3,1,3,0,3,"bug",0,201488629
15678,"2012-06-12",2012,3,0.5,4,0.5,3.5,"fish",0,201488629
15678,"2008-09-17",2008,3,0.628205128,2,0.371794872,2.628205128,"bug",0,201488629
15678,"2008-06-27",2008,3,1,NA,0,3,"fish",0,201488629
15679,"2012-10-03",2012,2,0.5,3,0.5,2.5,"bug",0,201488869
15679,"2005-06-15",2005,3,1,NA,0,3,"fish",0,201488869
15679,"2012-06-12",2012,3,1,NA,0,3,"fish",0,201488869
15680,"2005-06-15",2005,3,1,NA,0,3,"fish",0,201489441
15680,"1988-07-13",1988,2,1,NA,0,2,"fish",1,201489441
15680,"2019-06-04",2019,3,1,NA,0,3,"fish",0,201489441
15680,"2008-07-25",2008,3,0.5,4,0.5,3.5,"fish",0,201489441
15689,"2016-10-24",2016,3,1,3,0,3,"bug",0,201493910
15699,"2008-07-18",2008,3,0.5952381,2,0.404761905,2.59523811,"fish",0,201490893
15699,"2012-07-18",2012,3,0.6,2,0.4,2.6,"fish",0,201490893
15699,"2005-06-27",2005,2,0.904580153,3,0.09541985,2.095419855,"fish",1,201490893
15700,"2005-06-27",2005,4,0.75,3,0.25,3.75,"fish",0,201490887
15700,"1988-08-11",1988,4,1,NA,0,4,"fish",0,201490887
15701,"2012-07-18",2012,3,0.75,4,0.25,3.25,"fish",0,201491012
15701,"2005-06-27",2005,3,1,NA,0,3,"fish",0,201491012
15701,"1988-07-11",1988,4,1,NA,0,4,"fish",0,201491012
15702,"2005-06-30",2005,3,0.99101796,2,0.008982036,2.991017952,"fish",0,201488833
15703,"2005-06-30",2005,3,0.53125,4,0.46875,3.46875,"fish",0,201488899
15703,"2015-09-14",2015,2,1,2,0,2,"bug",1,201488899
15703,"1988-07-07",1988,4,0.51470588,3,0.485294118,3.514705873,"fish",0,201488899
15703,"2012-06-14",2012,3,1,NA,0,3,"fish",0,201488899
15703,"2019-06-26",2019,4,1,NA,0,4,"fish",0,201488899
15704,"2005-06-30",2005,3,1,NA,0,3,"fish",0,201488721
15707,"2012-06-19",2012,5,1,NA,0,5,"fish",0,201496121
15710,"2005-07-13",2005,3,1,NA,0,3,"fish",0,201490552
15711,"2014-09-18",2014,3,1,3,0,3,"bug",0,201489524
15711,"2009-07-27",2009,1,0.5,2,0.5,1.5,"fish",1,201489524
15711,"1993-08-04",1993,3,1,NA,0,3,"fish",0,201489524
15711,"2005-07-13",2005,2,0.681818182,3,0.31818182,2.318181824,"fish",1,201489524
15711,"2009-11-09",2009,3,0.990196078,2,0.0098,2.990196078,"bug",0,201489524
15713,"2005-07-14",2005,3,1,NA,0,3,"fish",0,201487411
15714,"2005-07-12",2005,5,1,NA,0,5,"fish",0,201489354
15714,"2014-09-23",2014,3,1,3,0,3,"bug",0,201489354
15715,"2005-07-12",2005,5,0.685185185,6,0.31481481,5.314814786,"fish",0,201489354
15716,"2005-07-12",2005,5,1,NA,0,5,"fish",0,201489353
15717,"2005-07-20",2005,3,1,NA,0,3,"fish",0,201487787
15718,"2005-07-20",2005,3,1,NA,0,3,"fish",0,201487681
15719,"2015-10-06",2015,2,0.777777778,3,0.222222222,2.222222222,"bug",1,201488882
15719,"2005-07-25",2005,4,0.79006883,3,0.20993117,3.79006883,"fish",0,201488882
15720,"2009-11-03",2009,2,1,2,0,2,"bug",1,201488837
15720,"2009-07-27",2009,3,1,NA,0,3,"fish",0,201488837
15720,"2014-10-07",2014,2,1,2,0,2,"bug",1,201488837
15720,"2005-07-25",2005,2,0.722222222,3,0.27777778,2.277777784,"fish",1,201488837
15726,"2005-07-29",2005,3,0.96552815,2,0.034471853,2.965528157,"fish",0,201488055
15730,"1991-07-24",1991,4,1,NA,0,4,"fish",0,201496324
15742,"2012-06-15",2012,3,0.651515152,4,0.34848485,3.348484855,"fish",0,201487836
15747,"2012-07-16",2012,3,1,NA,0,3,"fish",0,201488077
15748,"2019-08-29",2019,4,1,NA,0,4,"fish",0,201488417
15749,"2012-10-12",2012,4,0.666666667,5,0.333333333,4.333333333,"bug",0,201489553
15752,"2010-09-16",2010,6,0.6,4,0.4,5.2,"bug",0,201489553
15752,"2014-09-23",2014,5,1,5,0,5,"bug",0,201489553
15754,"1993-06-21",1993,1,0.75,2,0.25,1.25,"fish",1,201493841
15755,"2010-07-26",2010,3,0.5,5,0.5,4,"fish",0,201494270
15756,"2009-06-26",2009,5,1,NA,0,5,"fish",0,201495016
15761,"2017-07-11",2017,3,0.817919075,5,0.18208092,3.364161825,"fish",0,201493952
15763,"1991-06-24",1991,4,0.75,3,0.25,3.75,"fish",0,201496121
15768,"2017-07-25",2017,4,1,NA,0,4,"fish",0,201489951
15768,"2008-09-17",2008,3,1,3,0,3,"bug",0,201489951
15768,"2010-06-16",2010,4,0.75,3,0.25,3.75,"fish",0,201489951
15768,"2012-10-11",2012,3,0.736654804,4,0.263345196,3.263345196,"bug",0,201489951
15768,"2008-06-20",2008,4,1,NA,0,4,"fish",0,201489951
15768,"2012-06-07",2012,4,1,NA,0,4,"fish",0,201489951
15772,"2012-07-09",2012,4,1,NA,0,4,"fish",0,201492799
15776,"2014-10-09",2014,3,1,3,0,3,"bug",0,201487985
15783,"2012-07-23",2012,3,0.75,2,0.25,2.75,"fish",0,201489732
15783,"2012-10-12",2012,3,1,3,0,3,"bug",0,201489732
15783,"2014-09-23",2014,3,1,3,0,3,"bug",0,201489732
15783,"2009-10-14",2009,3,1,3,0,3,"bug",0,201489732
15783,"2010-06-07",2010,3,1,NA,0,3,"fish",0,201489732
15783,"2007-06-26",2007,2,0.75,3,0.25,2.25,"fish",1,201489732
15783,"2019-10-02",2019,4,1,4,0,4,"bug",0,201489732
15783,"2009-06-08",2009,3,1,NA,0,3,"fish",0,201489732
15783,"2019-06-05",2019,3,1,NA,0,3,"fish",0,201489732
15786,"1988-08-26",1988,3,0.926105717,4,0.07389428,3.073894272,"fish",0,201489775
15786,"2012-06-11",2012,4,0.87601626,3,0.12398374,3.87601626,"fish",0,201489775
15792,"2014-09-24",2014,4,0.701570681,3,0.298429319,3.701570681,"bug",0,201489173
15792,"2012-10-03",2012,4,1,4,0,4,"bug",0,201489173
15794,"2009-09-22",2009,3,1,3,0,3,"bug",0,201490353
15794,"2010-06-07",2010,4,0.75,3,0.25,3.75,"fish",0,201490353
15794,"2009-09-22",2009,3,0.75,4,0.25,3.25,"fish",0,201490353
15795,"2012-07-25",2012,3,0.67647059,2,0.323529412,2.676470594,"fish",0,201490512
15796,"2016-09-20",2016,3,1,3,0,3,"bug",0,201492977
15796,"2019-10-07",2019,3,1,3,0,3,"bug",0,201492977
15796,"2018-06-21",2018,3,0.75,2,0.25,2.75,"fish",0,201492977
15796,"2017-10-10",2017,3,1,3,0,3,"bug",0,201492977
15796,"2013-10-01",2013,3,1,3,0,3,"bug",0,201492977
15796,"2018-10-02",2018,3,1,3,0,3,"bug",0,201492977
15796,"2007-09-25",2007,2,0.848837209,3,0.151162791,2.151162791,"bug",1,201492977
15796,"2011-10-11",2011,2,1,2,0,2,"bug",1,201492977
15796,"2015-10-05",2015,2,0.905405405,3,0.0946,2.094594595,"bug",1,201492977
15796,"2011-07-01",2011,3,0.5,4,0.5,3.5,"fish",0,201492977
15796,"2007-06-22",2007,3,0.75,2,0.25,2.75,"fish",0,201492977
15796,"2019-06-25",2019,4,0.75,3,0.25,3.75,"fish",0,201492977
15796,"2010-09-15",2010,2,1,2,0,2,"bug",1,201492977
15796,"2010-06-30",2010,4,1,NA,0,4,"fish",0,201492977
15796,"2013-07-02",2013,2,0.75,3,0.25,2.25,"fish",1,201492977
15796,"2012-09-19",2012,2,0.5,3,0.5,2.5,"bug",0,201492977
15796,"2014-09-16",2014,2,0.75,3,0.25,2.25,"bug",1,201492977
15796,"1993-07-14",1993,3,0.75,2,0.25,2.75,"fish",0,201492977
15801,"1994-08-02",1994,4,0.785714286,5,0.21428571,4.214285693,"fish",0,201488787
15816,"2012-06-19",2012,6,1,NA,0,6,"fish",0,201495859
15818,"2019-06-13",2019,2,1,NA,0,2,"fish",1,201495187
15825,"2017-10-06",2017,4,1,4,0,4,"bug",0,201489809
15825,"2010-09-29",2010,3,1,3,0,3,"bug",0,201489809
15825,"2012-07-25",2012,4,1,NA,0,4,"fish",0,201489809
15825,"2012-10-03",2012,3,1,3,0,3,"bug",0,201489809
15825,"2008-09-24",2008,3,1,3,0,3,"bug",0,201489809
15825,"2018-10-23",2018,3,0.848214286,4,0.15178571,3.151785697,"bug",0,201489809
15825,"2014-09-24",2014,4,0.612903226,3,0.387096774,3.612903226,"bug",0,201489809
15837,"2015-09-15",2015,4,1,4,0,4,"bug",0,201490703
15839,"2018-06-25",2018,2,1,NA,0,2,"fish",1,201496121
15839,"2019-06-17",2019,5,1,NA,0,5,"fish",0,201496121
15839,"2016-08-15",2016,3,0.638888889,4,0.333333333,3.3888889,"fish",0,201496121
15844,"2010-06-09",2010,3,0.60185185,2,0.398148148,2.601851846,"fish",0,201489172
15853,"2011-08-12",2011,5,0.65384615,4,0.346153846,4.653846135,"fish",0,201489844
15854,"2006-09-27",2006,5,0.545454545,4,0.454545455,4.545454545,"bug",0,201495523
15854,"2007-10-03",2007,4,1,4,0,4,"bug",0,201495523
15854,"2010-09-24",2010,5,0.75,4,0.25,4.75,"bug",0,201495523
15854,"2014-10-14",2014,4,0.818181818,5,0.181818182,4.181818182,"bug",0,201495523
15854,"2006-07-11",2006,3,0.911020777,4,0.08897922,3.088979211,"fish",0,201495523
15854,"2012-10-01",2012,4,1,4,0,4,"bug",0,201495523
15854,"2007-07-11",2007,3,1,NA,0,3,"fish",0,201495523
15854,"2013-09-24",2013,5,1,5,0,5,"bug",0,201495523
15855,"2006-07-11",2006,3,1,NA,0,3,"fish",0,201495256
15855,"1990-07-16",1990,2,0.858757062,3,0.14124294,2.141242944,"fish",1,201495256
15855,"2006-09-27",2006,4,0.882629108,3,0.117370892,3.882629108,"bug",0,201495256
15856,"2007-10-09",2007,4,0.5,5,0.5,4.5,"bug",0,201493949
15856,"2006-07-12",2006,3,1,NA,0,3,"fish",0,201493949
15856,"2006-10-11",2006,5,1,5,0,5,"bug",0,201493949
15857,"2006-07-10",2006,5,1,NA,0,5,"fish",0,201496934
15857,"2006-09-20",2006,5,1,5,0,5,"bug",0,201496934
15858,"2006-09-20",2006,5,1,5,0,5,"bug",0,201496831
15858,"2015-09-22",2015,4,0.791044776,5,0.208955224,4.208955224,"bug",0,201496831
15858,"2006-07-10",2006,4,1,NA,0,4,"fish",0,201496831
15859,"2006-07-07",2006,4,0.7,3,0.3,3.7,"fish",0,201496485
15859,"2006-10-11",2006,4,1,4,0,4,"bug",0,201496485
15860,"2011-07-14",2011,3,1,NA,0,3,"fish",0,201491669
15860,"1992-06-23",1992,4,1,NA,0,4,"fish",0,201491669
15860,"2006-10-05",2006,4,0.5,5,0.5,4.5,"bug",0,201491669
15860,"2006-06-23",2006,3,0.75,4,0.25,3.25,"fish",0,201491669
15877,"2010-08-19",2010,3,0.84745763,2,0.152542373,2.847457636,"fish",0,201486824
15882,"2016-08-17",2016,4,0.60321101,3,0.396788991,3.603211012,"fish",0,201491884
15886,"2011-11-16",2011,3,0.5,4,0.5,3.5,"bug",0,201494368
15886,"2016-11-02",2016,4,1,4,0,4,"bug",0,201494368
15887,"2010-08-17",2010,3,0.75,4,0.25,3.25,"fish",0,201493549
15887,"1992-08-06",1992,3,0.55112835,4,0.25987306,3.070874468,"fish",0,201493549
15887,"2017-08-16",2017,2,0.5,3,0.5,2.5,"fish",0,201493549
15887,"2019-07-24",2019,3,0.5,4,0.40909091,3.318181822,"fish",0,201493549
15887,"2011-08-16",2011,2,0.751407129,3,0.24859287,2.248592869,"fish",1,201493549
15887,"2012-08-13",2012,3,1,NA,0,3,"fish",0,201493549
15887,"2018-07-23",2018,4,0.5,2,0.25,3.25,"fish",0,201493549
15889,"2010-07-16",2010,2,1,NA,0,2,"fish",1,201492093
15890,"1990-07-31",1990,5,0.59433962,3,0.405660377,4.188679232,"fish",0,201495679
15892,"2007-09-20",2007,4,1,4,0,4,"bug",0,201491517
15892,"2009-10-14",2009,3,1,3,0,3,"bug",0,201491517
15892,"2014-09-18",2014,3,0.881278539,4,0.118721461,3.118721461,"bug",0,201491517
15893,"1990-07-11",1990,5,0.49812734,3,0.251872659,4.246254678,"fish",0,201495985
15901,"2013-10-16",2013,2,0.5,3,0.5,2.5,"bug",0,201495357
15901,"2011-06-30",2011,4,0.785714286,5,0.21428571,4.214285693,"fish",0,201495357
15901,"2016-06-23",2016,4,1,NA,0,4,"fish",0,201495357
15901,"2016-10-25",2016,4,0.91304348,2,0.0435,3.739130442,"bug",0,201495357
15901,"2010-06-04",2010,4,1,NA,0,4,"fish",0,201495357
15901,"2013-08-01",2013,5,1,NA,0,5,"fish",0,201495357
15901,"2011-10-13",2011,3,0.789473684,4,0.210526316,3.210526316,"bug",0,201495357
15955,"1989-07-10",1989,4,1,NA,0,4,"fish",0,201494303
15964,"2006-07-21",2006,2,0.5,3,0.5,2.5,"fish",0,201491415
15964,"2008-06-17",2008,2,0.5,3,0.5,2.5,"fish",0,201491415
15964,"2017-07-21",2017,2,0.5,3,0.5,2.5,"fish",0,201491415
15964,"2006-10-11",2006,4,1,4,0,4,"bug",0,201491415
15964,"2010-06-11",2010,2,1,NA,0,2,"fish",1,201491415
15964,"2008-09-15",2008,4,1,4,0,4,"bug",0,201491415
15964,"2012-09-24",2012,5,1,5,0,5,"bug",0,201491415
15965,"2006-09-21",2006,3,1,3,0,3,"bug",0,201492658
15965,"2006-06-19",2006,2,1,NA,0,2,"fish",1,201492658
15965,"2012-07-02",2012,2,1,NA,0,2,"fish",1,201492658
15966,"2008-06-13",2008,3,1,NA,0,3,"fish",0,201489684
15966,"2006-09-21",2006,5,0.75,6,0.25,5.25,"bug",0,201489684
15966,"2006-07-14",2006,3,1,NA,0,3,"fish",0,201489684
15969,"2006-06-14",2006,4,0.75,3,0.25,3.75,"fish",0,201491265
15970,"2006-06-14",2006,4,1,NA,0,4,"fish",0,201490969
15971,"2006-06-14",2006,5,1,NA,0,5,"fish",0,201490927
15976,"2006-06-16",2006,3,1,NA,0,3,"fish",0,201495129
15977,"1991-07-02",1991,3,0.5,4,0.5,3.5,"fish",0,201496300
15978,"2006-08-04",2006,5,1,NA,0,5,"fish",0,201495184
15985,"2011-08-03",2011,6,1,NA,0,6,"fish",0,201491151
15986,"2006-07-11",2006,2,0.883458647,3,0.11654135,2.116541343,"fish",1,201495170
15987,"2006-07-12",2006,4,1,NA,0,4,"fish",0,201494845
15988,"2007-08-01",2007,4,0.666666667,5,0.33333333,4.333333317,"fish",0,201488553
15988,"1994-06-29",1994,4,1,NA,0,4,"fish",0,201488553
15988,"2018-08-01",2018,4,1,NA,0,4,"fish",0,201488553
15988,"2006-07-13",2006,5,1,NA,0,5,"fish",0,201488553
15989,"1994-07-27",1994,4,1,NA,0,4,"fish",0,201487410
15989,"2006-07-13",2006,3,0.5,4,0.5,3.5,"fish",0,201487410
15990,"2006-07-13",2006,1,1,NA,0,1,"fish",1,201489120
15990,"2014-09-16",2014,5,1,5,0,5,"bug",0,201489120
15990,"2006-09-15",2006,3,1,3,0,3,"bug",0,201489120
15991,"2006-07-14",2006,4,1,NA,0,4,"fish",0,201490256
15991,"1988-07-14",1988,4,1,NA,0,4,"fish",0,201490256
15991,"2012-06-14",2012,4,0.75,3,0.25,3.75,"fish",0,201490256
15992,"2006-07-14",2006,2,0.595238095,3,0.4047619,2.40476189,"fish",1,201487752
15993,"2006-07-18",2006,3,1,NA,0,3,"fish",0,201492618
15993,"2015-09-24",2015,5,1,5,0,5,"bug",0,201492618
15994,"2010-06-29",2010,3,1,NA,0,3,"fish",0,201496076
15994,"2013-09-26",2013,3,0.62244898,2,0.222222222,2.311791383,"bug",1,201496076
15994,"2016-10-28",2016,2,0.651515152,3,0.34848485,2.348484853,"bug",1,201496076
15994,"2011-07-18",2011,3,1,NA,0,3,"fish",0,201496076
15994,"2011-11-07",2011,4,1,4,0,4,"bug",0,201496076
15994,"2013-06-27",2013,3,1,NA,0,3,"fish",0,201496076
15994,"2012-10-22",2012,3,1,3,0,3,"bug",0,201496076
15994,"2016-07-15",2016,2,0.722222222,3,0.27777778,2.277777784,"fish",1,201496076
15994,"2006-07-19",2006,3,1,NA,0,3,"fish",0,201496076
15995,"2006-07-19",2006,5,1,NA,0,5,"fish",0,201496167
15996,"2020-10-26",2020,4,1,4,0,4,"bug",0,201494942
15996,"2006-07-20",2006,3,0.832278481,4,0.16772152,3.167721523,"fish",0,201494942
15997,"2007-07-02",2007,5,1,NA,0,5,"fish",0,201495161
15997,"2011-11-15",2011,4,0.804979253,3,0.195020747,3.804979253,"bug",0,201495161
15997,"2006-09-27",2006,4,1,4,0,4,"bug",0,201495161
15997,"2007-09-26",2007,4,1,4,0,4,"bug",0,201495161
15997,"2006-07-20",2006,5,1,NA,0,5,"fish",0,201495161
15998,"2011-11-15",2011,4,0.61341853,3,0.38658147,3.61341853,"bug",0,201495161
15998,"2011-07-29",2011,4,0.75,3,0.25,3.75,"fish",0,201495161
15998,"2006-07-20",2006,3,0.75,4,0.25,3.25,"fish",0,201495161
15998,"1991-08-27",1991,4,0.75,3,0.25,3.75,"fish",0,201495161
15999,"2011-06-07",2011,5,1,NA,0,5,"fish",0,201496532
15999,"2006-07-27",2006,5,1,NA,0,5,"fish",0,201496532
15999,"2013-10-15",2013,4,0.666666667,5,0.333333333,4.333333333,"bug",0,201496532
15999,"2011-10-18",2011,5,1,5,0,5,"bug",0,201496532
15999,"2006-09-25",2006,4,1,4,0,4,"bug",0,201496532
15999,"2013-07-01",2013,5,1,NA,0,5,"fish",0,201496532
16000,"2006-07-27",2006,5,0.833333333,6,0.16666667,5.166666687,"fish",0,201497038
16001,"2006-07-27",2006,6,1,NA,0,6,"fish",0,201497005
16002,"2006-07-27",2006,4,0.666666667,5,0.33333333,4.333333317,"fish",0,201497249
16002,"2006-09-25",2006,5,1,5,0,5,"bug",0,201497249
16002,"2011-10-24",2011,5,1,5,0,5,"bug",0,201497249
16003,"2006-10-05",2006,4,1,4,0,4,"bug",0,201491449
16003,"2006-07-28",2006,4,0.564935065,5,0.43506494,4.43506496,"fish",0,201491449
16004,"2006-07-28",2006,4,0.75,3,0.25,3.75,"fish",0,201491398
16013,"2006-07-31",2006,4,0.777777778,5,0.22222222,4.222222211,"fish",0,201490448
16014,"2006-07-31",2006,5,0.70689655,4,0.293103448,4.706896543,"fish",0,201490405
16015,"2007-08-01",2007,4,0.75,3,0.25,3.75,"fish",0,201489149
16015,"2006-07-31",2006,3,1,NA,0,3,"fish",0,201489149
16015,"2014-10-06",2014,2,1,2,0,2,"bug",1,201489149
16022,"2006-09-28",2006,3,1,3,0,3,"bug",0,201494535
16022,"1991-07-22",1991,2,0.722222222,3,0.27777778,2.277777784,"fish",1,201494535
16022,"2015-09-16",2015,3,1,3,0,3,"bug",0,201494535
16023,"2006-08-04",2006,2,1,NA,0,2,"fish",1,201495184
16025,"1990-07-02",1990,6,1,NA,0,6,"fish",0,201497038
16025,"2006-09-25",2006,5,1,5,0,5,"bug",0,201497038
16028,"2011-08-17",2011,4,1,NA,0,4,"fish",0,201491526
16028,"2007-06-15",2007,4,1,NA,0,4,"fish",0,201491526
16028,"2007-09-19",2007,3,1,3,0,3,"bug",0,201491526
16028,"2019-08-12",2019,4,1,NA,0,4,"fish",0,201491526
16028,"2006-10-03",2006,3,1,3,0,3,"bug",0,201491526
16028,"2012-06-22",2012,4,1,NA,0,4,"fish",0,201491526
16029,"2006-06-21",2006,4,0.7,3,0.3,3.7,"fish",0,201496286
16029,"2006-10-16",2006,5,1,5,0,5,"bug",0,201496286
16035,"1992-07-13",1992,3,1,NA,0,3,"fish",0,201491345
16035,"2006-10-05",2006,3,1,3,0,3,"bug",0,201491345
16042,"2007-07-09",2007,4,1,NA,0,4,"fish",0,201495859
16042,"2018-08-09",2018,5,1,NA,0,5,"fish",0,201495859
16043,"2007-07-09",2007,4,0.851851852,5,0.14814815,4.148148157,"fish",0,201495814
16044,"2007-07-09",2007,4,0.944444444,5,0.05555556,4.055555578,"fish",0,201495396
16044,"1990-06-26",1990,4,0.982758621,5,0.01724138,4.017241383,"fish",0,201495396
16044,"2013-10-16",2013,3,1,3,0,3,"bug",0,201495396
16044,"2009-10-13",2009,2,0.5,3,0.5,2.5,"bug",0,201495396
16044,"2011-06-30",2011,4,1,NA,0,4,"fish",0,201495396
16044,"2008-09-24",2008,3,0.615763547,4,0.384236453,3.384236453,"bug",0,201495396
16044,"2013-08-01",2013,5,1,NA,0,5,"fish",0,201495396
16045,"1990-07-03",1990,4,1,NA,0,4,"fish",0,201496918
16046,"2006-09-22",2006,2,0.75,3,0.25,2.25,"fish",1,201491359
16046,"2010-06-11",2010,3,1,NA,0,3,"fish",0,201491359
16047,"2006-09-22",2006,2,0.75,3,0.25,2.25,"fish",1,201491359
16048,"2006-09-22",2006,2,0.5,3,0.48684211,2.473684225,"fish",1,201491359
16049,"2006-10-27",2006,5,0.805699482,4,0.194300518,4.805699482,"bug",0,201492438
16049,"2015-09-24",2015,5,1,5,0,5,"bug",0,201492438
16050,"2018-10-22",2018,5,1,5,0,5,"bug",0,201492329
16050,"2006-10-27",2006,5,1,5,0,5,"bug",0,201492329
16061,"2011-07-12",2011,2,0.5,3,0.5,2.5,"fish",0,201488457
16061,"2012-08-23",2012,4,0.75,3,0.25,3.75,"fish",0,201488457
16062,"2007-07-30",2007,4,1,NA,0,4,"fish",0,201489684
16062,"2019-05-30",2019,4,0.673228346,5,0.32677165,4.326771636,"fish",0,201489684
16063,"1992-07-21",1992,3,1,NA,0,3,"fish",0,201492403
16063,"2007-07-05",2007,4,1,NA,0,4,"fish",0,201492403
16063,"2010-06-25",2010,3,0.68181818,2,0.318181818,2.681818176,"fish",0,201492403
16063,"2010-10-12",2010,4,1,4,0,4,"bug",0,201492403
16063,"2007-09-27",2007,4,1,4,0,4,"bug",0,201492403
16064,"2007-09-25",2007,4,1,4,0,4,"bug",0,201496612
16064,"2007-06-28",2007,5,1,NA,0,5,"fish",0,201496612
16065,"2007-08-13",2007,5,1,NA,0,5,"fish",0,201492073
16065,"2007-09-19",2007,3,1,3,0,3,"bug",0,201492073
16066,"2007-07-16",2007,3,0.685185185,4,0.31481481,3.314814796,"fish",0,201489300
16066,"2017-10-06",2017,5,0.52739726,4,0.47260274,4.527397259,"bug",0,201489300
16066,"2007-10-05",2007,4,1,4,0,4,"bug",0,201489300
16066,"2014-09-19",2014,5,1,5,0,5,"bug",0,201489300
16066,"2012-07-26",2012,3,0.75,4,0.25,3.25,"fish",0,201489300
16066,"2008-09-24",2008,3,0.5,4,0.5,3.5,"bug",0,201489300
16066,"2012-10-02",2012,4,0.867219917,5,0.132780083,4.132780083,"bug",0,201489300
16066,"2010-09-24",2010,4,1,4,0,4,"bug",0,201489300
16067,"2007-07-05",2007,3,1,NA,0,3,"fish",0,201491009
16068,"2007-07-02",2007,3,0.52083333,2,0.479166667,2.520833323,"fish",0,201494594
16068,"1992-07-01",1992,3,0.932098765,4,0.06790123,3.067901216,"fish",0,201494594
16069,"2007-06-29",2007,2,1,NA,0,2,"fish",1,201489034
16070,"2008-10-15",2008,2,0.763157895,3,0.236842105,2.236842105,"bug",1,201493933
16070,"2007-06-22",2007,3,1,NA,0,3,"fish",0,201493933
16071,"2007-07-19",2007,3,0.843816631,2,0.093816631,2.968550116,"fish",0,201490463
16071,"2008-10-06",2008,5,1,5,0,5,"bug",0,201490463
16071,"2008-07-10",2008,2,0.722222222,3,0.27777778,2.277777784,"fish",1,201490463
16072,"2010-07-23",2010,4,1,NA,0,4,"fish",0,201493126
16072,"2007-08-02",2007,4,1,NA,0,4,"fish",0,201493126
16073,"2007-07-20",2007,5,1,NA,0,5,"fish",0,201496419
16074,"2008-07-07",2008,4,1,NA,0,4,"fish",0,201491866
16074,"2007-07-19",2007,4,1,NA,0,4,"fish",0,201491866
16075,"2007-06-08",2007,4,0.75,3,0.25,3.75,"fish",0,201490043
16076,"2008-09-04",2008,4,1,NA,0,4,"fish",0,201492784
16076,"2007-08-16",2007,5,1,NA,0,5,"fish",0,201492784
16076,"2008-09-25",2008,3,0.5,4,0.5,3.5,"bug",0,201492784
16076,"2015-09-21",2015,4,0.85,5,0.15,4.15,"bug",0,201492784
16076,"2013-09-18",2013,4,0.767955801,5,0.232044199,4.232044199,"bug",0,201492784
16076,"2007-09-19",2007,4,1,4,0,4,"bug",0,201492784
16076,"2016-09-27",2016,4,0.72972973,5,0.27027027,4.270270269,"bug",0,201492784
16077,"2007-07-13",2007,4,0.75,3,0.25,3.75,"fish",0,201494464
16077,"1989-06-28",1989,4,1,NA,0,4,"fish",0,201494464
16077,"2012-06-20",2012,3,0.75,4,0.25,3.25,"fish",0,201494464
16078,"2011-10-17",2011,3,1,3,0,3,"bug",0,201493051
16078,"2007-07-30",2007,2,1,NA,0,2,"fish",1,201493051
16078,"2011-06-02",2011,2,1,NA,0,2,"fish",1,201493051
