staSeq,locationName,locationDescription,locationType,ylat,xlong,stateCd,munName,subBasin
15631,Pachaug Pond,PP-1: at deepest part of pond,Lake,41.5816,-71.9266,CT,GRISWOLD,3600
19595,Sap Mill Brook,US  North Shore Rd,River/Stream,41.581893,-71.819112,CT,VOLUNTOWN,3600
17761,Battle Swamp Brook,upstream of Judds Bridge Road,River/Stream,41.58193,-73.33167,CT,ROXBURY,6700
19366,Taftville Pond,center of lake,Riverine Impoundment,41.582,-72.045,CT,NORWICH,3800
20623,Misery Brook,DS of East St,River/Stream,41.582016,-72.860881,CT,SOUTHINGTON,5203
18055,West Aspetuck River,at Housatonic Avenue 200 M US confluence with Housatonic River,River/Stream,41.58206,-73.41975,CT,NEW MILFORD,6500
18595,West Swamp Brook,Upstream Mile Lane,River/Stream,41.582085,-72.68929,CT,MIDDLETOWN,4600
17661,Sawmill Brook,Upstream Private Drive Below Spring Lake confluence,River/Stream,41.582508,-73.507742,CT,SHERMAN,6401
18493,Battleswamp Brook,Upstream Judds Bridge Road (within RLT Preserve),River/Stream,41.582548,-73.33104,CT,ROXBURY,6700
15350,Stocking Brook,at Heritige Drive,River/Stream,41.5827,-72.8061,CT,BERLIN,4600
16706,Green River Trib,End of Champion Hill Rd.,River/Stream,41.5828,-72.5275,CT,EAST HAMPTON,4709
20274,Pachaug Pond,at state boat launch,Lake,41.582845,-71.928841,CT,GRISWOLD,3600
19184,Blackledge River,US of Viaduct,River/Stream,41.582904,-72.422373,CT,COLCHESTER,4707
18808,Sprain Brook,US RTE 47 NEAR PAINTER HILL RD INTERSECTION,River/Stream Perennial,41.58295,-73.24882,CT,WOODBURY,6803
18009,Rocky River,across from Rocky River motel on upstream side of Route 7,River/Stream,41.583,-73.442,CT,NEW MILFORD,6000
18573,East Swamp Brook,UPSTREAM OF MILE LN CULVERT  25 M FROM RD TO TOP OF RIGHT BRAID,River/Stream,41.583027,-72.67725,CT,MIDDLETOWN,4600
18982,Meadow Brook,at Prospect Hill Rd,River/Stream,41.583056,-72.37972,CT,COLCHESTER,4705
20213,Nonewaug River,downstream of Rte. 6 bridge,River/Stream Perennial,41.5834,-73.1728,CT,WOODBURY,6802
19908,Wattles Brook,Downstream of stop sign at end of driveway of last house on Cayuga Road,River/Stream Intermittent,41.5834,-73.1371,CT,WATERTOWN,6912
19151,Pachaug River,100 ds of Wylie School Rd,River/Stream,41.583446,-71.825652,CT,VOLUNTOWN,3600
19173,Beach Pond Trib,Parallel to Beach Pond Boat Launch,River/Stream,41.583713,-71.805334,CT,VOLUNTOWN,3600
18887,Sprain Brook tributary,100 m upstream of Sprain Brook by Painter Hill Rd,River/Stream Perennial,41.583871,-73.250149,CT,WASHINGTON,6803
14526,Silver Lake,adjacent Boat ramp,Lake,41.5839,-72.7704,CT,BERLIN,4601
15339,Sawmill Brook,at Smith Street,River/Stream,41.5841,-72.7191,CT,MIDDLETOWN,4604
18991,Carmel Hill Brook,at Peter Road,River/Stream,41.58453,-73.234289,CT,WOODBURY,6804
18902,Sawmill Brook Trib,above I-91,River/Stream,41.584533,-72.712342,CT,MIDDLETOWN,4604
19375,Lake Winemaug,center of lake,Lake,41.585,-73.13,CT,WATERTOWN,6912
17044,Shetucket River  tributary to,US of rte 97,River/Stream,41.585,-72.0481,CT,NORWICH,3800
14846,Sawmill Brook,at confluence with spring lake outfall,River/Stream,41.5851,-73.5108,CT,SHERMAN,6401
14618,Pocotopaug Creek,Immediately below Dam at Lake outlet,River/Stream,41.5852,-72.5018,CT,EAST HAMPTON,4709
14619,Pocotopaug Lake,Immediately above Dam at Lake outlet,Lake,41.5855,-72.5018,CT,EAST HAMPTON,4709
16022,Weekeepeemee River,upstream Route 132,River/Stream,41.5856,-73.2292,CT,WOODBURY,6804
14768,Kensington Fish Hatchery,at well 1,Well,41.5856,-72.7953,CT,BERLIN,4601
18901,Sawmill Brook Trib,below I-91,River/Stream,41.585697,-72.713549,CT,MIDDLETOWN,4604
14525,Silver Lake,center of northern cove,Lake,41.5857,-72.7693,CT,BERLIN,4601
16518,Blackledge River,US of River Rd. Bridge,River/Stream,41.5858,-72.4214,CT,COLCHESTER,4707
14935,Silver Lake Flocculation basin,at end of pipe DSN 001,Constructed Wetland,41.5859,-72.7683,CT,BERLIN,4601
17762,Battle Swamp Brook  Tributary to,at Route 199,River/Stream,41.58595,-73.322153,CT,ROXBURY,6700
15131,Steele Brook,50 meters DS of Falls Ave.,River/Stream,41.586,-73.077,CT,WATERBURY,6912
19363,Scoville Reservoir,center of lake,Lake,41.586,-72.979,CT,WOLCOTT,6914
19675,Dickinson Creek,from Bull Hill Access at town line,River/Stream,41.586102,-72.453519,CT,MARLBOROUGH,4708
19909,Saw Mill Brook,Upstream of Rowley Road,River/Stream Intermittent,41.5863,-73.1624,CT,WOODBURY,6802
16936,Pachaug River,DS Shetucket Tpke,River/Stream,41.5867,-71.8353,CT,VOLUNTOWN,3600
15965,Meadow Brook,immediately upstream confluence with Jeremy River,River/Stream,41.5871,-72.3868,CT,COLCHESTER,4703
17505,Wattles Brook,downstream Railroad tracks  adjacent to Davis Street,River/Stream,41.587125,-73.08862,CT,WATERTOWN,6912
18900,Sawmill Brook Trib,above Sawmill confluence at industrial park rd.,River/Stream,41.587189,-72.717588,CT,MIDDLETOWN,4604
18899,sawmill brook,below trib at industrial drive,River/Stream,41.587314,-72.717561,CT,MIDDLETOWN,4604
19695,Crooked Brook,Linden Dr dead end through woods,River/Stream,41.587328,-72.785488,CT,BERLIN,4601
18571,Crooked Brook,35m Upstream Campbell Road,River/Stream,41.587341,-71.91956,CT,GRISWOLD,3600
18842,Jermey River,Below Commuter Lot,River/Stream,41.58747,-72.39704,CT,COLCHESTER,4705
14518,Belcher Brook,downstream Norton Lane,River/Stream,41.5877,-72.769,CT,BERLIN,4601
14417,Quinnipiac River,upstream West Main Street,River/Stream,41.5878,-72.891,CT,SOUTHINGTON,5200
14188,Eightmile River,downstream Marion Avenue,River/Stream,41.588,-72.8977,CT,SOUTHINGTON,5201
16701,Great Brook,Adjacent to North end of Center Cemetary,River/Stream,41.5881,-73.4019,CT,NEW MILFORD,6000
17567,Bartlett Brook,Upstream Taylor Bridge Road,River/Stream,41.5883,-72.25627,CT,LEBANON,3902
19384,Eightmile River Tributary,US of Marion Ave-behind school,River/Stream,41.588445,-72.896819,CT,SOUTHINGTON,5201
14223,Hancock Brook,downstream Bridge in Waterville Park,River/Stream,41.5885,-73.0503,CT,WATERBURY,6911
19553,Eightmile River,Upstream from Jet Screw Factory above Marion Ave.,River/Stream,41.5886,-72.89893,CT,SOUTHINGTON,5201
20062,Shepaug River  Unnamed tributary to,Parallel to Judds Bridge Road (630 m upstream Walker Brook Road South),River/Stream,41.58868,-73.35209,CT,NEW MILFORD,6700
15345,John Hall Brook,at Orchard Road,River/Stream,41.5888,-72.8144,CT,BERLIN,4600
17127,Bullymuck Brook  tributary to,30 M US mouth,River/Stream,41.5889,-73.4631,CT,NEW MILFORD,6000
14660,Pocotopaug Lake,Due south of rock outcropping Southeast cove of Lake,Lake,41.5889,-72.4985,CT,EAST HAMPTON,4709
14481,Turkey Brook,at Skipper Ave,River/Stream,41.5891,-73.0761,CT,WATERTOWN,6912
14750,Naugatuck River  pipe at Chase River Rd South,150 meters downstream of old dam chase river parkway,Storm Sewer,41.5893,-73.0572,CT,WATERBURY,6900
16536,Bullymuck Brook,Parallel to Candlewood Hill Rd DS of trib,River/Stream,41.5894,-73.4611,CT,NEW MILFORD,6000
14323,Naugatuck River,Adjacent to 300 Chase River Road,River/Stream,41.5894,-73.0574,CT,WATERBURY,6900
16167,Jeremy River,approximately 150 feet downstream of parking lot area behind RT 2 - exit 16 (RT 149)Commuter Parking Lot,River/Stream,41.5894,-72.3948,CT,COLCHESTER,4705
20612,"Willeys Brook (Christopher Brook"")""",US Christopher Road,River/Stream,41.589625,-72.510993,CT,EAST HAMPTON,4709
14655,Naugatuck River  pipe at Chase River Rd North,25 meters downstream Old dam on east bank,Storm Sewer,41.5897,-73.0575,CT,WATERBURY,6900
15351,Stocking Brook,at Orchard Road,River/Stream,41.5898,-72.801,CT,BERLIN,4600
16161,Jeremy River,approximately 100 feet above parking lot area behind RT 2 - exit 16 (RT 149)Commuter Parking Lot,River/Stream,41.59,-72.394,CT,COLCHESTER,4705
14902,Steele Brook,75 meters upstream Dam below old STP and Philson Company,River/Stream,41.5901,-73.099,CT,WATERTOWN,6912
18615,West Aspetuck River,300M upstream of Aspetuck Ridge Rd,River/Stream,41.59021,-73.42833,CT,NEW MILFORD,6500
15518,Shepaug River  tributary to,from mouth to walker road,River/Stream,41.5903,-73.3447,CT,ROXBURY,6700
19424,Hatchery Brook,Us of Orchard Rd,River/Stream,41.590403,-72.791832,CT,BERLIN,4601
17776,Cold Brook,Upstream White Plains Hill Road,River/Stream,41.590542,-72.077979,CT,NORWICH,3800
18770,Lake Pocotopaug,Sears Park Beach,Lake,41.59064,-72.506485,CT,EAST HAMPTON,4709
14605,Eightmile River,downstream 100 meters Prospect Street,River/Stream,41.5908,-72.9009,CT,SOUTHINGTON,5201
17987,Green River,upstream of clark hill rd.,River/Stream,41.59081,-72.53428,CT,EAST HAMPTON,4709
15340,Sawmill Brook,at Roscommon Drive,River/Stream,41.5909,-72.7152,CT,MIDDLETOWN,4604
19910,Frank Atwood Brook,Bridge off Quassapaug Road  North of Swamp Road,River/Stream,41.590903,-73.167003,CT,WOODBURY,6802
15041,East Aspetuck River,behind Aspetuck Village Condos at Southern end,River/Stream,41.5911,-73.4214,CT,NEW MILFORD,6502
14455,Steele Brook,upstream POTW discharge,River/Stream,41.5913,-73.1026,CT,WATERTOWN,6912
19419,South Branch Hamlin Brook,Upstream of Mount Vernon Road,River/Stream,41.591543,-72.927374,CT,SOUTHINGTON,5201
14716,Steele Brook,end of Rockdale Ave. (Downstream of STP),River/Stream,41.5916,-73.0962,CT,WATERTOWN,6912
17067,Steele Brook,US of STP Driveway,River/Stream,41.5917,-73.1028,CT,WATERTOWN,6912
18569,"Mattabesset River  Unnamed Tributary to (Cromwell Creek"")""",Upstream of RR bridge at South Road,River/Stream,41.591882,-72.64871,CT,CROMWELL,4600
20486,Carmel Hill Brook,Within Marzahl Refuge  upstream of walking bridge (Near Carmel Hill Rd/Weekeepeee Rd. intersection),River/Stream,41.592244,-73.239002,CT,WOODBURY,6804
19761,Carr Brook,BELOW POWERLINES ON PENDLETON HILL RD,River/Stream,41.592415,-72.583963,CT,PORTLAND,4012
16599,Cross Brook,100 M US confluence with Great Brook,River/Stream,41.5925,-73.3969,CT,NEW MILFORD,6000
14447,"Blackledge River  Unnamed tributary to (Schroeder Brook"")""",upstream Bull Hill Road,River/Stream,41.5926,-72.4301,CT,MARLBOROUGH,4707
18406,East Aspetuck River,50m Upstream Wells Road,River/Stream,41.59277,-73.421092,CT,NEW MILFORD,6502
20345,Walker Brook,above mouth,River/Stream,41.592945,-73.345783,CT,ROXBURY,6700
20088,Housatonic River,USGS Gage 01200600 Near New Milford,River/Stream,41.593,-73.45,CT,NEW MILFORD,6000
15234,Quinebaug River,Behind HS,River/Stream,41.593,-71.985,CT,GRISWOLD,3700
14131,Belcher Brook,upstream Elizabeth Road,River/Stream,41.5932,-72.7662,CT,BERLIN,4601
14259,Humiston Brook,Off Dirt road  East County Road,River/Stream,41.5938,-72.9519,CT,WOLCOTT,5202
20383,Blissville Brook,100' West of Kenyon Rd.,River/Stream,41.59389,-72.02601,CT,LISBON,3800
20627,Chestnut Hill Reservoir,at southern end of dam,Lake,41.594074,-73.007433,CT,WOLCOTT,6914
15415,Belcher Brook,at Orchard Road,River/Stream,41.5943,-72.7636,CT,BERLIN,4601
19815,Judd Brook,At Old Amston Road,River/Stream,41.594336,-72.33624,CT,COLCHESTER,4702
17510,Echo Lake Brook,upstream crossing at Tower Road,River/Stream,41.594556,-73.097322,CT,WATERTOWN,6912
14659,Pocotopaug Lake,Inbetween trib outlet and island West Side of Lake,Lake,41.5946,-72.5079,CT,EAST HAMPTON,4709
17980,Judd Brook,MILLER RD  BEGAN 50M FROM ROAD CROSSING WHERE WIDENED UP,River/Stream,41.5946,-72.3435,CT,COLCHESTER,4702
15543,Pease Brook,in Pease Brook WMA,River/Stream,41.5947,-72.1923,CT,LEBANON,3905
14165,Crooked Brook,downstream Orchard Road,River/Stream,41.595,-72.7791,CT,BERLIN,4601
16945,Pease Brook,1500 m DS Hoxie brook confluence,River/Stream,41.595,-72.1922,CT,LEBANON,3905
14744,Pocotopaug Lake,at trib outlet (private residence) Off Mark Twain Drive,Lake,41.5952,-72.4938,CT,EAST HAMPTON,4709
19937,Quinnipiac River,Downstream of train trestle  approx. 1km upstream of West Main St.,River/Stream,41.595479,-72.88656,CT,SOUTHINGTON,5200
16642,Exeter Brook,US of Access in Bartlett Brook WMA,River/Stream,41.5956,-72.26,CT,LEBANON,3901
20374,Blackledge River,150 ft. upstream of Fallen Brook confluence,River/Stream,41.59564,-72.419554,CT,MARLBOROUGH,4707
18984,"Willeys Brook (Christopher Brook"")""",Upstream Clark Hill Road,River/Stream,41.595707,-72.520381,CT,EAST HAMPTON,4709
16394,Naromiyocknowhusunkatankshunk Brook (FKA Morrisey),at route 39,River/Stream,41.5958,-73.4978,CT,SHERMAN,6017
19418,North Branch Hamlin Brook,Upstream Winding Ridge Road,River/Stream,41.595891,-72.929584,CT,SOUTHINGTON,5201
14614,Pocotopaug Lake,Deepest point Northwest Cove,Lake,41.5961,-72.5081,CT,EAST HAMPTON,4709
18451,Carr Brook,at Route 17,River/Stream,41.59636,-72.6053,CT,PORTLAND,4012
19117,Judd Brook  Unnamed tributary to,US of Old Amston Rd.,River/Stream,41.596467,-72.330012,CT,COLCHESTER,4702
20324,Walker Brook,Adjacent Walker Brook Rd S,River/Stream,41.5965,-73.347069,CT,WASHINGTON,6700
15097,Carr Brook,DS Rose Hill Rd,River/Stream,41.5969,-72.5969,CT,PORTLAND,4012
17094,Susquetonscut Brook,150 M DS of Meetinghouse hill rd (ledges),River/Stream,41.5969,-72.153,CT,FRANKLIN,3907
17886,Goshen Brook,above Church st,River/Stream,41.59696,-72.23739,CT,LEBANON,3900
18000,Bullymuck Brook,Downstream of Route 7 Bridge and North of Route 37,River/Stream,41.597,-73.458,CT,NEW MILFORD,6000
15872,Chestnut Hill Reservoir,at deepest part of pond,Reservoir,41.5971,-73.009,CT,WOLCOTT,6914
17999,Bullymuck Brook,at Route 7,River/Stream,41.59716,-73.45791,CT,NEW MILFORD,6000
16810,Little River,200 M DS Versailles Pond,River/Stream,41.5972,-72.0439,CT,LISBON,3805
18408,Eightmile River,Downstream West Center Street,River/Stream,41.597248,-72.90203,CT,SOUTHINGTON,5201
14575,Miner Brook,at Westlake Drive,River/Stream,41.5974,-72.7,CT,MIDDLETOWN,4600
16833,McCarthys Brook,DS of Baltic Rd,River/Stream,41.5975,-72.1275,CT,FRANKLIN,3804
19658,Crooked Brook,Elton Rd Crossing,River/Stream,41.597615,-72.77381,CT,BERLIN,4601
18570,"Mattabesset River  Unnamed Tributary to (Cromwell Creek"")""",AT END OF CARROLL PLACE (DEAD END),River/Stream,41.597797,-72.64813,CT,CROMWELL,4600
16804,Lewis Atwood Brook,US of Rte 6,River/Stream,41.5978,-73.1508,CT,WATERTOWN,6802
14970,Mad River,upstream second Rte 69 crossing,River/Stream,41.5978,-72.9853,CT,WOLCOTT,6914
14681,Quinebaug River,near Jewitt City DS WPCF,River/Stream,41.5978,-71.9847,CT,GRISWOLD,3700
20009,Great Brook,US of Park Lane East,River/Stream,41.597841,-73.399191,CT,NEW MILFORD,6000
14183,East Aspetuck River,upstream Wellsville Road,River/Stream,41.5979,-73.4152,CT,NEW MILFORD,6502
20045,East Meadow Brook,Downstream Church Hill Rd,River/Stream,41.597928,-73.205541,CT,WOODBURY,6802
17889,Pease Brook  Tributary to,in middle of woods of Hoxie Road,River/Stream,41.59803,-72.18934,CT,LEBANON,3905
18559,Sprain Brook  Unnamed Tributary to,Upstream Route 47,River/Stream,41.598382,-73.27121,CT,ROXBURY,6803
18875,Walker Brook,Intersection of Hartwell Rd and Shinar Mountain Road and Walker Brook Road,River/Stream,41.598459,-73.347537,CT,WASHINGTON,6700
15326,Seidel,at discharge location,Facility Industrial,41.5985,-73.0607,CT,WATERBURY,6900
19118,Judd Brook  Unnamed tributary to,DSof Airline Trail,River/Stream,41.598724,-72.335513,CT,COLCHESTER,4702
14798,Steele Brook,at French Street,River/Stream,41.5988,-73.1119,CT,WATERTOWN,6912
19763,Stocking Brook,Behind Portland DEPOT/ near lumber yard,River/Stream,41.598884,-72.567148,CT,PORTLAND,4012
16724,Hancock Brook,US of Suffield Rd Bridge adjacent to gravel pit,River/Stream,41.5989,-73.045,CT,WATERBURY,6911
17778,Cold Brook,upstream of Eely Pond (Fly Pond),River/Stream,41.59894,-72.075183,CT,NORWICH,3800
18205,Mattabesset River,behind plaza and well upstream of Route 3,River/Stream,41.599016,-72.680428,CT,CROMWELL,4600
20613,Cattlelot Brook  NNT,US Bear Swamp Road,River/Stream,41.599041,-72.484107,CT,EAST HAMPTON,4708
17981,Judd Brook,OLD COLCHESTER RD/OLD HEBRON RD,River/Stream,41.5992,-72.3522,CT,COLCHESTER,4702
16330,Naromiyocknowhusunkatankshunk Brook (FKA Morrisey),at footbridge in Brookland Preserve at end of Crooked Furrows Lane,River/Stream,41.5996,-73.49,CT,SHERMAN,6017
15479,Quinnipiac River,downstream West Center Street,River/Stream,41.5996,-72.8854,CT,SOUTHINGTON,5200
16611,Dickinson Creek,0.25 miles DS of Flood Rd,River/Stream,41.5997,-72.4631,CT,MARLBOROUGH,4708
14615,Pocotopaug Lake,Deepest point Northeast Cove,Lake,41.5999,-72.4953,CT,EAST HAMPTON,4709
15011,Crooked Brook,DS Rte 201,River/Stream,41.5999,-71.9067,CT,GRISWOLD,3600
20512,Dickinson Creek  Unnamed tributary to,In Salmon River State Forest  approximately 3/4 mile downstream Flood Rd.,River/Stream,41.599994,-72.45921,CT,MARLBOROUGH,4708
15414,Belcher Brook,at Tollgate Road,River/Stream,41.6,-72.7598,CT,BERLIN,4601
16704,Great Meadow Brook,DS of Mason Gray Pond,River/Stream,41.6,-71.8375,CT,VOLUNTOWN,3601
15352,Stocking Brook,at #151 Chamberlain Highway,River/Stream,41.6002,-72.7993,CT,BERLIN,4600
17136,Walker Brook  tributary to,50 M US Walker Brook Rd,River/Stream,41.6003,-73.3522,CT,NEW MILFORD,6700
15045,Judd Brook,At mouth  upstream Airline Trail crossing (Hebron/Colchester town line),River/Stream,41.6005,-72.373,CT,HEBRON,4702
14680,Jewitt City WPCF,at final effluent,Facility Municipal Sewage (POTW),41.6005,-71.9846,CT,GRISWOLD,3700
16486,Bartlett Brook,DS of Rte 16,River/Stream,41.6006,-72.2783,CT,LEBANON,3902
14576,Sawmill Brook,at Aetna Fitness Trail,River/Stream,41.6008,-72.7141,CT,MIDDLETOWN,4604
18568,Chestnut Brook,ACROSS FROM #43 HICKSVILLE RD,River/Stream,41.601007,-72.66728,CT,CROMWELL,4600
19465,Harvey Brook,US of Church HIll Rd,River/Stream,41.601026,-73.19151,CT,WOODBURY,6802
16274,Nonewaug River,upstream  Route 61,River/Stream,41.6011,-73.1738,CT,WOODBURY,6802
18457,Jeremy River,Below Confluence with Judd Brook,River/Stream,41.60116,-72.3756,CT,COLCHESTER,4705
15405,Spruce Brook,at Spruce Brook Road,River/Stream,41.6012,-72.7372,CT,BERLIN,4600
20291,Pease Brook  unnamed trib to,Behind private property @ 180 Hoxie Road,River/Stream,41.601347,-72.186911,CT,FRANKLIN,3905
18538,Jeremy River,50m Upstream confluence with Judd Brook (off Airline Trail),River/Stream,41.60146,-72.37434,CT,HEBRON,4705
19488,Mattabesset River,600m  upstream of Hart Res,River/Stream,41.601907,-72.818131,CT,BERLIN,4600
15346,John Hall Brook,at Southington Road (Rte 364),River/Stream,41.602,-72.8054,CT,BERLIN,4600
14579,Willow Brook,at Route 372,River/Stream,41.6021,-72.6848,CT,CROMWELL,4600
16556,Carr Brook,DS South Road,River/Stream,41.6022,-72.5772,CT,PORTLAND,4012
14598,Quinebaug River,downstream Route 12 and upstream Patchaug River Confluence,River/Stream,41.6022,-71.9868,CT,GRISWOLD,3700
17777,Cold Brook,Downstream of Eely Pond and private driveway bridge,River/Stream,41.602252,-72.072051,CT,NORWICH,3800
14616,Hales Brook (Pocotopaug Lake Trib 1),Mouth Lake Drive & Boulder Road,River/Stream,41.6024,-72.51,CT,EAST HAMPTON,4709
15353,Stocking Brook,at Southington Road (Rte 364),River/Stream,41.6026,-72.798,CT,BERLIN,4600
17412,Shepaug River,1.11 miles US of Judds Bridge Rd at Steep Rock Preserve (Dyer Site),River/Stream,41.6027,-73.338,CT,WASHINGTON,6700
16819,Lowden Brook,700 m US of Mount Misery Brook confluence,River/Stream,41.602805,-71.865569,CT,VOLUNTOWN,3602
18865,Byron Brook,US Pacemaker Road,River/Stream,41.602868,-72.065055,CT,NORWICH,3800
18589,Hopeville Pond  Unnamed tributary to,30m Upstream Hopeville Pond State Park access road,River/Stream,41.602908,-71.92509,CT,GRISWOLD,3600
14718,Mount Misery Brook,Between Edwards Mill Road and confluence with Lowden Brook,River/Stream,41.603,-71.868,CT,VOLUNTOWN,3602
14743,Pocotopaug Lake,dock North end of western cove,Lake,41.6031,-72.5062,CT,EAST HAMPTON,4709
16559,Cattlelot Brook,Off Quin Rd. North of Bridge,River/Stream,41.6031,-72.4708,CT,MARLBOROUGH,4708
14578,Coles Brook,at Route 372,River/Stream,41.6032,-72.6994,CT,CROMWELL,4600
14617,Pocotopaug Lake  tributary to (# 2),Mouth West side Lake Drive,River/Stream,41.6033,-72.5074,CT,EAST HAMPTON,4709
20008,Great Brook,US rte 109,River/Stream,41.603692,-73.401371,CT,NEW MILFORD,6000
20697,Turkey Brook,10m upstream of Route 262,River/Stream,41.603703,-73.075699,CT,Watertown,6912
16247,Blissville Brook,at Lisbon Meadows Park off Rte 169,River/Stream,41.6039,-72.0192,CT,LISBON,3800
14596,Pachaug River,upstream RR tracks at South Main Street,River/Stream,41.604,-71.9852,CT,GRISWOLD,3600
14548,Mattabesset River,east bank end of Kirby Road,River/Stream,41.6041,-72.7146,CT,CROMWELL,4600
19455,Blackledge River,30m upstreamFawn Brook  near Kellogg Rd/South Main St,River/Stream,41.60413,-72.41969,CT,MARLBOROUGH,4707
14799,Steele Brook,at Echo Lake Road,River/Stream,41.6042,-73.1127,CT,WATERTOWN,6912
14427,Quinnipiac River,downstream Mill Street,River/Stream,41.6042,-72.883,CT,SOUTHINGTON,5200
17663,Walker Brook,at 107 Walker Brook Road South,River/Stream,41.604372,-73.350748,CT,WASHINGTON,6700
14802,Steele Brook  Unknown Pipe to,20 feet upstream at end of pipe on west bank Echo Lake Rd,Storm Sewer,41.6044,-73.1128,CT,WATERTOWN,6912
18763,Great Meadow Brook,DS of Wiley School Rd.,River/Stream,41.604428,-71.834337,CT,VOLUNTOWN,3601
19155,Weekeepeemee River,at Chohees Trail,River/Stream,41.60453,-73.225146,CT,WOODBURY,6804
18409,Fawn Brook,Downstream Old Hartford Road/S. Main Street (at mouth),River/Stream,41.604581,-72.41875,CT,MARLBOROUGH,4706
14803,Steele Brook  unknown seep,50 feet upstream west bank Echo Lake Road Bridge,Land Runoff,41.6046,-73.1129,CT,WATERTOWN,6912
14185,Echo Lake Brook,upstream Echo Lake,River/Stream,41.6046,-73.0971,CT,WATERTOWN,6912
15186,Eightmile River,downstream Dayton Brook Confluence,River/Stream,41.6046,-72.904,CT,SOUTHINGTON,5201
19641,Shepaug River  Unnamed Tributary to,Steep rock- US of Railroad bed,River/Stream,41.604633,-73.328863,CT,WASHINGTON,6700
15866,Versailles Pond,at deepest part of lake,Riverine Impoundment,41.6047,-72.0408,CT,SPRAGUE,3805
14488,West Aspetuck River,Upstream Aspetuck Ridge Road (near Sand Rd),River/Stream,41.604889,-73.428789,CT,NEW MILFORD,6500
14941,Steele Brook,immediately below Heminway Pond Dam,River/Stream,41.6049,-73.1129,CT,WATERTOWN,6912
14931,Heminway Pond,immediately upstream dam,Riverine Impoundment,41.605,-73.1128,CT,WATERTOWN,6912
15413,Belcher Brook,at meadow lane,River/Stream,41.605,-72.7577,CT,BERLIN,4601
18423,Pease Brook,Downstream Waterman Road Bridge (DS Hoxie Brook confluence),River/Stream,41.605094,-72.202139,CT,LEBANON,3905
16439,Fawn Brook,upstream South Main Street at Kellogg Road,River/Stream,41.6051,-72.4188,CT,MARLBOROUGH,4706
15187,Dayton Brook,upstream Mouth,River/Stream,41.6053,-72.9045,CT,SOUTHINGTON,5201
18921,Shepaug River  Unnamed Tributary to,100 m above mouth,River/Stream Perennial,41.60567,-73.33967,CT,WASHINGTON,6700
14932,Heminway Pond,west side of island middle of island,Riverine Impoundment,41.6058,-73.1138,CT,WATERTOWN,6912
15021,Heminway Pond,east side of island 3/4 of island towards dam,Riverine Impoundment,41.6058,-73.1127,CT,WATERTOWN,6912
15330,Willow Brook,at Cromwell Hills Apartment Driveway Crossing,River/Stream,41.6059,-72.6847,CT,CROMWELL,4600
16306,Carr Brook,upstr.crossing dirt section of Cox Rd,River/Stream,41.6061,-72.5619,CT,PORTLAND,4012
20511,Cattlelot Brook,At mouth  downstream Quinn Rd,River/Stream,41.6062,-72.469044,CT,MARLBOROUGH,4708
20050,Nonewaug River,Adjacent to Nonewaug Rd,River/Stream,41.606372,-73.174019,CT,WOODBURY,6802
15082,Heminway Pond,east side of island middle of island,Riverine Impoundment,41.6065,-73.1133,CT,WATERTOWN,6912
14189,Eightmile River,downstream Jude Lane,River/Stream,41.6066,-72.9042,CT,SOUTHINGTON,5201
15343,Coles Brook,at Christian Hill Road,River/Stream,41.6067,-72.6979,CT,CROMWELL,4600
16549,Byron Brook,200 M US of rte 97,River/Stream,41.6067,-72.0611,CT,NORWICH,3800
19326,Hopeville Pond,center of lake,Lake,41.606819,-71.927533,CT,GRISWOLD,3600
15514,Blackledge River,between Hartford Road and Lyman Brook,River/Stream,41.6069,-72.4261,CT,MARLBOROUGH,4707
15914,Pachaug River,HVP-1 Left of Lifeguard Chair(s),Riverine Impoundment,41.6069,-71.9266,CT,GRISWOLD,3600
16759,Hoxie Brook,DS of hoxie rd,River/Stream,41.60691,-72.202622,CT,LEBANON,3905
16500,Belcher Brook,South of FourRod Rd W of Rte 5 and 15,River/Stream,41.607,-72.7594,CT,BERLIN,4601
16578,Cold Brook,US of rte 97,River/Stream,41.607,-72.0675,CT,NORWICH,3800
19351,Shetucket River (Occum Impoundment),center of lake,Riverine Impoundment,41.607,-72.062,CT,SPRAGUE,3800
14933,Heminway Pond,east side of island near inlet,Riverine Impoundment,41.6073,-73.1139,CT,WATERTOWN,6912
19642,Shepaug River  Unnamed Tributary to,Steep Rock-US 100 from Shepaug below Curtis Rd,River/Stream,41.607324,-73.327844,CT,WASHINGTON,6700
19412,Great Meadow Brook,Shetucket Turnpike (dirt road section),River/Stream,41.607384,-71.808668,CT,VOLUNTOWN,3601
14971,Mad River,downstream Mad River Road near Petterson Park,River/Stream,41.6074,-72.9858,CT,WOLCOTT,6914
19092,Roaring Brook,at Mt Vernon Road,River/Stream,41.607541,-72.92396,CT,SOUTHINGTON,5201
15915,Pachaug River,HVP-2 Right of Lifeguard Chair(s),Riverine Impoundment,41.6076,-71.9272,CT,GRISWOLD,3600
14281,Lyman Brook,upstream confluence with Blackledge River,River/Stream,41.6077,-72.4263,CT,MARLBOROUGH,4707
19735,Walker Brook,DS Walker Brook Rd (lower culvert pool),River/Stream Perennial,41.60778,-73.3501,CT,WASHINGTON,6700
17170,Walker Brook,US of Walker Brook Rd,River/Stream,41.6078,-73.3497,CT,WASHINGTON,6700
